State,District,Year,Onion,Onion,Onion,Onion,Onion,Onion,Onion,Onion,Onion,Onion,Onion,Onion,Onion,Onion,Onion,Onion,Onion,Onion,Rice,Rice,Rice,Rice,Rice,Rice,Rice,Rice,Rice,Sugarcane,Sugarcane,Sugarcane,Sugarcane,Sugarcane,Sugarcane,Sugarcane,Sugarcane,Sugarcane,Sugarcane,Sugarcane,Sugarcane,Sugarcane,Sugarcane,Sugarcane,Dry chillies,Dry chillies,Dry chillies,Dry chillies,Dry chillies,Dry chillies,Dry chillies,Dry chillies,Dry chillies,Dry chillies,Dry chillies,Dry chillies,Dry chillies,Dry chillies,Dry chillies,Ginger,Ginger,Ginger,Ginger,Ginger,Ginger,Ginger,Ginger,Ginger,Ginger,Ginger,Ginger,Jute,Jute,Jute,Jute,Jute,Jute,Jute,Jute,Jute,Peas & beans (Pulses),Peas & beans (Pulses),Peas & beans (Pulses),Peas & beans (Pulses),Peas & beans (Pulses),Peas & beans (Pulses),Peas & beans (Pulses),Peas & beans (Pulses),Peas & beans (Pulses),Peas & beans (Pulses),Peas & beans (Pulses),Peas & beans (Pulses),Peas & beans (Pulses),Peas & beans (Pulses),Peas & beans (Pulses),Potato,Potato,Potato,Potato,Potato,Potato,Potato,Potato,Potato,Potato,Potato,Potato,Potato,Potato,Potato,Rapeseed &Mustard,Rapeseed &Mustard,Rapeseed &Mustard,Rapeseed &Mustard,Rapeseed &Mustard,Rapeseed &Mustard,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric,Banana,Banana,Banana,Banana,Banana,Banana,Banana,Banana,Banana,Banana,Banana,Banana,Banana,Banana,Banana,Other Kharif pulses,Other Kharif pulses,Other Kharif pulses,Bhindi,Bhindi,Bhindi,Brinjal,Brinjal,Brinjal,Cabbage,Cabbage,Cabbage,Carrot,Carrot,Carrot,Cauliflower,Cauliflower,Cauliflower,Citrus Fruit,Citrus Fruit,Citrus Fruit,Jack Fruit,Jack Fruit,Jack Fruit,Mango,Mango,Mango,Other Fresh Fruits,Other Fresh Fruits,Other Fresh Fruits,Other Vegetables,Other Vegetables,Other Vegetables,Papaya,Papaya,Papaya,Pineapple,Pineapple,Pineapple,Pome Fruit,Pome Fruit,Pome Fruit,Redish,Redish,Redish,Tapioca,Tapioca,Tapioca,Tapioca,Tapioca,Tapioca,Tomato,Tomato,Tomato,Bitter Gourd,Bitter Gourd,Bitter Gourd,Bottle Gourd,Bottle Gourd,Bottle Gourd,Orange,Orange,Orange,Sweet potato,Sweet potato,Sweet potato,Sweet potato,Sweet potato,Sweet potato,Sweet potato,Sweet potato,Sweet potato,Sweet potato,Sweet potato,Sweet potato,Soyabean,Soyabean,Soyabean,Soyabean,Soyabean,Soyabean,Soyabean,Soyabean,Soyabean,Arhar/Tur,Arhar/Tur,Arhar/Tur,Cowpea(Lobia),Cowpea(Lobia),Cowpea(Lobia),Gram,Gram,Gram,Groundnut,Groundnut,Groundnut,Maize,Maize,Maize,Maize,Maize,Maize,Maize,Maize,Maize,Masoor,Masoor,Masoor,Moong(Green Gram),Moong(Green Gram),Moong(Green Gram),Other Rabi pulses,Other Rabi pulses,Other Rabi pulses,Urad,Urad,Urad,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,other oilseeds,other oilseeds,other oilseeds,other oilseeds,other oilseeds,other oilseeds,Sesamum,Sesamum,Sesamum,Sesamum,Sesamum,Sesamum,Sesamum,Sesamum,Sesamum,Cashewnut,Cashewnut,Cashewnut,Kapas,Kapas,Kapas,Cotton(lint),Cotton(lint),Cotton(lint),Cotton(lint),Cotton(lint),Cotton(lint),Cotton(lint),Cotton(lint),Cotton(lint),Cotton(lint),Cotton(lint),Cotton(lint),Rubber,Rubber,Rubber
,Bishnupur,2005 - 2006,,,,,,,,,,,,,,,,50,110,2.2,"16,030.00","48,180.00",3.01,,,,,,,20,650,32.5,,,,,,,,,,,,,,,,,,,,,,540,320,0.59,,,,,,,10,20,2,,,,,,,,,,,,,,,,,,,,,,,,,100,60,0.6,,,,,,,,,,260,"1,360.00",5.23,,,,,,,130,50,0.38,,,,,,,150,100,0.67,,,,,,,10,130,13,,,,,,,,,,,,,430,220,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2006 - 2007,,,,,,,,,,,,,,,,60,130,2.17,"15,210.00","40,820.00",2.68,,,,,,,160,"5,230.00",32.69,,,,,,,,,,,,,,,,,,,,,,940,560,0.6,,,,,,,20,30,1.5,,,,,,,,,,,,,,,,,,,,,,,,,260,130,0.5,,,,,,,,,,690,"3,610.00",5.23,,,,,,,,,,,,,,,,170,170,1,30,20,0.67,,,,30,390,13,,,,,,,,,,,,,580,300,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2007 - 2008,,,,,,,,,,,,,,,,60,130,2.17,"17,200.00","50,940.00",2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,400,0.6,,,,,,,10,20,2,,,,,,,,,,,,,,,,,,,,,,,,,210,110,0.52,,,,,,,,,,620,"3,240.00",5.23,,,,,,,40,20,0.5,,,,,,,300,210,0.7,,,,,,,130,"1,670.00",12.85,,,,,,,,,,,,,470,230,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2008 - 2009,,,,,,,,,,,,,,,,,,,"27,500.00","96,380.00",3.5,,,,,,,"1,660.00","96,800.00",58.31,,,,,,,,,,,,,,,,,,,,,,760,"5,960.00",7.84,,,,,,,175,"2,038.00",11.65,,,,,,,,,,,,,,,,"2,450.00","1,953.00",0.8,,,,,,,,,,,,,,,,,,,"2,070.00","18,380.00",8.88,,,,,,,"4,980.00","3,630.00",0.73,,,,,,,87,928,10.67,,,,,,,555,"7,154.00",12.89,,,,,,,,,,,,,176,220,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,552,0.81,,,,,,,60,76,1.27,97,122,1.26,78,61,0.78,412,338,0.82,800,"1,450.00",1.81,210,280,1.33,,,,66,52,0.79,57,71,1.25,"1,526.00","1,206.00",0.79,140,174,1.24,260,690,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2009 - 2010,,,,,,,,,,,,,,,,,,,"16,480.00","50,400.00",3.06,,,,,,,"1,100.00","61,850.00",56.23,,,,,,,,,,,,,,,,,,,,,,780,"6,162.00",7.9,,,,,,,175,"2,062.00",11.78,,,,,,,,,,,,,,,,"6,130.00","5,836.00",0.95,,,,,,,,,,,,,,,,,,,"2,190.00","19,370.00",8.84,,,,,,,"9,980.00","9,240.00",0.93,,,,,,,137,"1,466.00",10.7,,,,,,,650,"6,450.00",9.92,,,,,,,,,,,,,65,60,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,59,0.66,,,,,,,35,32,0.91,40,37,0.93,350,336,0.96,80,51,0.64,860,"1,450.00",1.69,710,"1,050.00",1.48,,,,255,243,0.95,45,42,0.93,"2,415.00","2,258.00",0.93,75,68,0.91,"2,130.00","4,860.00",2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2010 - 2011,,,,,,,,,,,,,,,,,,,"26,510.00","82,990.00",3.13,,,,,,,"1,660.00","97,300.00",58.61,,,,,,,,,,,,,,,,,,,,,,787,"6,256.00",7.95,,,,,,,184,"2,154.00",11.71,,,,,,,,,,,,,,,,"2,500.00","2,142.50",0.86,,,,,,,,,,,,,,,,,,,"2,230.00","19,320.00",8.66,,,,,,,"5,080.00","3,760.00",0.74,,,,,,,154,"1,558.00",10.12,,,,,,,655,"8,490.00",12.96,,,,,,,,,,,,,150,207,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,540,0.83,,,,,,,90,94.5,1.05,70,92.5,1.32,82,65.6,0.8,350,290,0.83,850,"1,360.00",1.6,360,700,1.94,,,,70,54.7,0.78,68,69.3,1.02,"1,568.00","1,237.20",0.79,152,206.7,1.36,270,690,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2011 - 2012,,,,,,,,,,,,,,,,,,,"29,430.00","110,150.00",3.74,,,,,,,"1,760.00","102,750.00",58.38,,,,,,,,,,,,,,,,,,,,,,799,"6,072.40",7.6,,,,,,,199,"2,308.40",11.6,,,,,,,,,,,,,,,,"2,674.00","2,647.00",0.99,,,,,,,,,,,,,,,,,,,"2,330.00","19,860.00",8.52,,,,,,,"5,170.00","3,810.00",0.74,,,,,,,174,"1,995.78",11.47,,,,,,,660,"8,553.60",12.96,,,,,,,,,,,,,200,233,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,600,0.88,,,,,,,85,89.3,1.05,97,116,1.2,75,64.1,0.85,400,370,0.93,"1,000.00","1,560.00",1.56,380,780,2.05,,,,73,61,0.84,63,64,1.02,"1,238.00","1,028.00",0.83,135,168.1,1.25,280,670,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2012 - 2013,,,,,,,,,,,,,,,,,,,"13,850.00","38,200.00",2.76,,,,,,,"1,680.00","98,760.00",58.79,,,,,,,,,,,,,,,,,,,,,,838,"6,620.20",7.9,,,,,,,208,"2,454.40",11.8,,,,,,,,,,,,,,,,"2,735.00","2,694.00",0.99,,,,,,,,,,,,,,,,,,,"2,430.00","20,320.00",8.36,,,,,,,"6,280.00","5,310.00",0.85,,,,,,,185,"2,164.50",11.7,,,,,,,693,"9,286.20",13.4,,,,,,,,,,,,,192,185,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,575,0.86,,,,,,,50,46,0.92,101,99,0.98,102,86,0.84,400,355,0.89,410,750,1.83,680,"1,890.00",2.78,,,,101,81,0.8,57,53.1,0.93,"1,376.00","1,139.00",0.83,130,129,0.99,330,820,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2013 - 2014,,,,,,,,,,,,,,,,,,,"28,710.00","106,450.00",3.71,,,,,,,"1,760.00","103,000.00",58.52,,,,,,,,,,,,,,,,,,,,,,874,"6,895.86",7.89,,,,,,,239,"2,868.00",12,,,,,,,,,,,,,,,,"2,715.00","2,482.00",0.91,,,,,,,,,,,,,,,,,,,"2,410.00","20,290.00",8.42,,,,,,,"5,340.00","4,430.00",0.83,,,,,,,217,"2,604.00",12,,,,,,,710,"9,585.00",13.5,,,,,,,,,,,,,197,218.5,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,632,0.9,,,,,,,52,51,0.98,108,118.8,1.1,97,89,0.92,410,368,0.9,920,"2,030.00",2.21,650,"1,550.00",2.38,,,,97,89,0.92,64,62.7,0.98,"1,341.00","1,234.00",0.92,139,159,1.14,290,730,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2014 - 2015,,,,,,,,,,,,,,,,,,,"29,860.00","82,350.00",2.76,,,,,,,"1,760.00","103,000.00",58.52,,,,,,,,,,,,,,,,,,,,,,796,"6,280.44",7.89,,,,,,,273,"3,468.00",12.7,,,,,,,,,,,,,,,,"2,715.00","2,647.00",0.97,,,,,,,,,,,,,,,,,,,"2,410.00","20,290.00",8.42,,,,,,,"5,340.00","4,520.00",0.85,,,,,,,245,"2,895.00",11.82,,,,,,,761,"10,425.70",13.7,,,,,,,,,,,,,169,190,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,632,0.9,,,,,,,83,85,1.02,80,98,1.23,84,69.9,0.83,410,368,0.9,920,"2,100.00",2.28,690,"1,600.00",2.32,,,,90,74,0.82,68,69,1.01,"1,361.00","1,109.00",0.81,160,198.7,1.24,290,730,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2015 - 2016,,,,,,,,,,,,,,,,,,,"33,330.00","87,250.00",2.62,,,,,,,"1,750.00","105,000.00",60,,,,,,,,,,,,,,,,,,,,,,66,512,7.76,,,,,,,390,"3,889.03",9.97,,,,,,,,,,,,,,,,"2,730.00","2,580.00",0.95,,,,,,,,,,,,,,,,,,,"2,470.00","20,650.00",8.36,,,,,,,"5,420.00","4,520.00",0.83,,,,,,,300,"3,015.00",10.05,,,,,,,799,"10,877.61",13.61,,,,,,,,,,,,,170,197,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,600,0.85,,,,,,,85,96,1.13,83,96,1.16,98,93,0.95,415,350,0.84,920,"2,200.00",2.39,710,"1,770.00",2.49,,,,100,94,0.94,70,81,1.16,"1,402.00","1,297.00",0.93,162,203.3,1.25,300,780,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2016 - 2017,,,,,,,,,,,,,,,,,,,"33,360.00","111,920.00",3.35,,,,,,,"1,750.00","105,000.00",60,,,,,,,,,,,,,,,,,,,,,,88,704,8,,,,,,,412,"4,120.00",10,,,,,,,,,,,,,,,,"2,735.00","2,601.00",0.95,,,,,,,,,,,,,,,,,,,"2,470.00","20,250.00",8.2,,,,,,,"5,440.00","4,580.00",0.84,,,,,,,303,"3,030.00",10,,,,,,,820,"11,152.00",13.6,,,,,,,,,,,,,170,204,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,608.5,0.86,,,,,,,85,99,1.16,83,98,1.18,103,97.1,0.94,425,351.5,0.83,920,"1,950.00",2.12,710,"1,670.00",2.35,,,,105,99,0.94,70,81.8,1.17,"1,407.00","1,302.90",0.93,162,197.6,1.22,300,780,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2017 - 2018,,,,,,,,,,,,,,,,,,,"31,480.00","113,470.00",3.6,,,,,,,"1,750.00","105,000.00",60,,,,,,,,,,,,,,,,,,,,,,98,783,7.99,,,,,,,422,"4,285.00",10.15,,,,,,,,,,,,,,,,"2,724.00","2,607.00",0.96,,,,,,,,,,,,,,,,,,,"2,470.00","20,650.00",8.36,,,,,,,"5,450.00","4,570.00",0.84,,,,,,,313,"3,124.00",9.98,,,,,,,827,"11,275.00",13.63,,,,,,,,,,,,,170,196,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,628,0.89,,,,,,,85,98,1.15,83,92,1.11,102,97.4,0.95,415,372,0.9,880,"1,920.00",2.18,710,"1,680.00",2.37,,,,104,98.3,0.95,70,80,1.14,"1,400.00","1,317.00",0.94,162,184,1.14,300,780,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2018 - 2019,,,,,,,,,,,,,,,,,,,"29,860.00","113,400.00",3.8,,,,,,,"1,200.00","73,000.00",60.83,,,,,,,,,,,,,,,,,,,,,,125,994,7.95,,,,,,,433,"4,327.00",9.99,,,,,,,,,,,,,,,,"2,441.00","2,336.00",0.96,,,,,,,,,,,,,,,,,,,"2,500.00","18,860.00",7.54,,,,,,,"5,350.00","4,050.00",0.76,,,,,,,324,"3,235.00",9.98,,,,,,,858,"11,657.00",13.59,,,,,,,,,,,,,122,137,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,465,0.9,,,,,,,75,84,1.12,75,82.9,1.11,95,92,0.97,285,255.5,0.9,700,"1,400.00",2,710,"1,680.00",2.37,,,,89,84,0.94,68,77,1.13,"1,125.00","1,070.00",0.95,110,120,1.09,300,780,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2019 - 2020,,,,,,,,,,,,,,,,,,,"20,159.00","53,440.00",2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,"1,036.00",7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,"117,034.00",133.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2020 - 2021,,,,,,,,,,,,,,,,,,,"20,813.00","77,210.00",3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2021 - 2022,,,,,,,,,,,,,,,,,,,"23,810.00","67,880.00",2.85,,,,,,,"1,000.00","60,250.00",60.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,470.00","20,500.00",8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,470,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,"1,250.00",2.5,710,"1,700.00",2.39,,,,,,,,,,"3,760.00","3,600.00",0.96,,,,400,"1,000.00",2.5,,,,"1,130.00",760,0.67,"5,360.00","3,800.00",0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,2022 - 2023,,,,,,,,,,,,,,,,,,,"23,000.00","31,880.00",1.39,,,,,,,"1,000.00","60,250.00",60.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,470.00","20,740.00",8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,430,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,"1,010.00",2.02,720,"1,220.00",1.69,,,,,,,,,,"4,630.00","4,630.00",1,,,,,,,500,"1,250.00",2.5,300,260,0.87,"6,520.00","6,190.00",0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Chandel, Tengnoupal",1997 - 1998,,,,,,,,,,,,,,,,,,,7,9,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,12,,,,,,,,,,,,,8,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Chandel, Tengnoupal",1998 - 1999,,,,,,,10,20,2,,,,10,20,2,,,,,,,"2,700.00","3,320.00",1.23,"3,540.00","5,180.00",1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,1.67,,,,,,,,,,,,,200,100,0.5,,,,70,40,0.57,,,,160,80,0.5,270,"1,410.00",5.22,330,"1,720.00",5.21,,,,20,110,5.5,,,,,,,,,,,,,,,,,,,,,,,,,350,"4,510.00",12.89,250,"3,210.00",12.84,300,"3,860.00",12.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,1.33,,,,,,,,,,,,,,,,,,,,,,30,40,1.33,,,,,,,,,,,,,,,,,,,,,,,,,260,120,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Chandel, Tengnoupal",1999 - 2000,,,,,,,,,,,,,,,,10,20,2,"6,170.00","6,710.00",1.09,,,,,,,180,"5,880.00",32.67,,,,,,,,,,,,,,,,,,,,,,10,10,1,,,,,,,50,80,1.6,,,,,,,,,,,,,,,,,,,,,,,,,310,160,0.52,,,,,,,,,,130,680,5.23,,,,,,,40,20,0.5,,,,,,,10,10,1,,,,,,,810,"10,420.00",12.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,130,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,160,1.23,,,,,,,,,,,,,,,,,,,180,460,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,70,0.5,,,,,,,,,,,,,,,,,,,,,,,,
,"Chandel, Tengnoupal",2000 - 2001,,,,,,,,,,,,,,,,,,,"9,410.00","11,680.00",1.24,,,,,,,150,"4,900.00",32.67,,,,,,,,,,,,,,,,,,,,,,10,10,1,,,,,,,50,80,1.6,,,,,,,,,,,,,,,,,,,,,,,,,450,290,0.64,,,,,,,,,,140,730,5.21,,,,,,,260,140,0.54,,,,,,,,,,,,,,,,750,"9,650.00",12.87,,,,,,,,,,,,,70,40,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,460,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,110,0.5,,,,,,,,,,,,,,,,,,,,,,,,
,"Chandel, Tengnoupal",2001 - 2002,,,,,,,,,,,,,,,,,,,"8,820.00","12,220.00",1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,70,0.64,,,,,,,330,540,1.64,,,,,,,,,,,,,,,,,,,,,,,,,200,100,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,"10,670.00",12.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,"1,130.00",3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,170,0.49,,,,,,,,,,,,,,,,,,,,,,,,
,"Chandel, Tengnoupal",2002 - 2003,,,,,,,,,,,,,,,,,,,"5,610.00","5,930.00",1.06,,,,,,,120,"3,920.00",32.67,,,,,,,,,,,,,,,,,,,,,,90,40,0.44,,,,,,,130,210,1.62,,,,,,,,,,,,,,,,,,,,,,,,,360,190,0.53,,,,,,,,,,40,210,5.25,,,,,,,,,,,,,,,,40,30,0.75,,,,,,,286,"2,100.00",7.34,,,,,,,,,,,,,,,,40,145,3.63,34,169,4.97,15,190,12.67,25,178,7.12,15,96,6.4,120,500,4.17,30,130,4.33,50,291,5.82,"1,060.00","1,445.00",1.36,20,107,5.35,315,"1,750.00",5.56,640,"3,900.00",6.09,160,195,1.22,20,196,9.8,100,575,5.75,,,,27,210,7.78,,,,,,,,,,105,720,6.86,,,,,,,,,,140,170,1.21,,,,,,,,,,,,,,,,,,,430,"1,280.00",2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,0.67,,,,105,75,0.71,,,,,,,,,,,,,,,,,,
,"Chandel, Tengnoupal",2003 - 2004,,,,,,,,,,,,,,,,,,,"7,240.00","12,040.00",1.66,,,,,,,180,"5,880.00",32.67,,,,,,,,,,,,,,,,,,,,,,50,30,0.6,,,,,,,250,410,1.64,,,,,,,,,,,,,,,,,,,,,,,,,560,290,0.52,,,,,,,,,,,,,,,,,,,20,10,0.5,,,,,,,40,30,0.75,,,,,,,296,"2,324.00",7.85,,,,,,,,,,,,,20,10,0.5,45,154,3.42,25,118,4.72,25,305,12.2,15,112,7.47,17,146,8.59,125,600,4.8,28,128,4.57,45,229,5.09,"1,070.00","3,159.00",2.95,26,188,7.23,316,"1,833.00",5.8,675,"5,062.00",7.5,160,502,3.14,16,142,8.88,30,168,5.6,,,,29,232,8,2,11,5.5,5,36,7.2,87,357,4.1,10,66,6.6,,,,,,,,,,130,150,1.15,,,,,,,,,,,,,,,,,,,210,660,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,0.67,,,,125,50,0.4,,,,,,,,,,,,,,,,,,
,"Chandel, Tengnoupal",2004 - 2005,,,,,,,,,,,,,,,,,,,"8,230.00","18,740.00",2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,40,0.57,,,,,,,190,310,1.63,,,,,,,,,,,,,,,,,,,,,,,,,560,290,0.52,,,,,,,,,,20,100,5,,,,,,,,,,,,,,,,,,,,,,,,,"1,120.00","14,400.00",12.86,,,,,,,,,,,,,40,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,240,1.2,,,,,,,,,,,,,,,,,,,280,870,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,30,0.43,,,,,,,,,,,,,,,,,,,,,,,,
,"Chandel, Tengnoupal",2005 - 2006,,,,,,,,,,,,,,,,,,,"7,540.00","13,080.00",1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50,0.56,,,,,,,90,150,1.67,,,,,,,,,,,,,,,,,,,,,,,,,970,490,0.51,,,,,,,,,,50,260,5.2,,,,,,,20,20,1,,,,,,,,,,,,,,,,"1,340.00","17,240.00",12.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,170,1.21,,,,,,,,,,,,,,,,,,,400,"1,210.00",3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,80,0.53,,,,,,,,,,,,,,,,,,,,,,,,
